Gamer Name,Real Name,Country,URL
Sober,Sixian Li,China,https://www.hltv.org/player/23968/sober
Sobol,Kamil Sobolewski,Poland,https://www.hltv.org/player/15940/sobol
Sofiaxyz,Sofia Castelli,Brazil,https://www.hltv.org/player/23092/sofiaxyz
sOjRc1erh,,China,https://www.hltv.org/player/23726/sojrc1erh
SOKER,Aitor Fernández,Spain,https://www.hltv.org/player/7388/soker
SoLb,Kirill Simagin,Russia,https://www.hltv.org/player/20199/solb
solessj,Soledad Aguirre,Argentina,https://www.hltv.org/player/23999/solessj
SolGoat,Max Wallace,United States,https://www.hltv.org/player/17916/solgoat
Sollaar,Ilari Solin,Finland,https://www.hltv.org/player/24184/sollaar
soloooS,Munkh-Orkhon Munkh-Och,Mongolia,https://www.hltv.org/player/24396/solooos
somebody,HaoWen Xu,China,https://www.hltv.org/player/8605/somebody
Something,Yaroslav Shevchishin,Russia,https://www.hltv.org/player/22327/something
somnium,Oleksandr Suchok,Ukraine,https://www.hltv.org/player/20778/somnium
Soncam_1603,Hoang-Son Ha Huy,Vietnam,https://www.hltv.org/player/23648/soncam-1603
Sonic,Aran Groesbeek,South Africa,https://www.hltv.org/player/8711/sonic
sonqmad,Batzolboo Batsukh,Mongolia,https://www.hltv.org/player/23833/sonqmad
Sora,Christopher Goslin,United States,https://www.hltv.org/player/24442/sora
sorcerer,Cheng Lunan,China,https://www.hltv.org/player/24389/sorcerer
sOSEIREy,Nelsn Dhotel,France,https://www.hltv.org/player/23676/soseirey
sosya,Sofia Vasileva,Russia,https://www.hltv.org/player/24006/sosya
soulfly,Caner Kesici,Turkey,https://www.hltv.org/player/20968/soulfly
SOULM8,Muhammad Usman,Pakistan,https://www.hltv.org/player/15588/soulm8
souz4h,Luiz de Souza,Brazil,https://www.hltv.org/player/22140/souz4h
sowalio,Maksim Beketov,Russia,https://www.hltv.org/player/22325/sowalio
space,Nika Burnadze,Georgia,https://www.hltv.org/player/21751/space
spardaus,Emilis Blažys,Lithuania,https://www.hltv.org/player/22101/spardaus
spargo,Jarkko Rahja,Finland,https://www.hltv.org/player/15565/spargo
SpavaQu,Adrian Stojek,Poland,https://www.hltv.org/player/24179/spavaqu
SpawN,Jaspreet Singh,India,https://www.hltv.org/player/16091/spawn
SpAwNnS,Ahmad Kanaan,Syria,https://www.hltv.org/player/20799/spawnns
Speedie,William Jessen-Klixbüll,Denmark,https://www.hltv.org/player/24427/speedie
SpEeDo,Vu Trung Hieu,Vietnam,https://www.hltv.org/player/23870/speedo
Speedy,Allan Sørensen,Denmark,https://www.hltv.org/player/20494/speedy
spek,William Smith,United States,https://www.hltv.org/player/21723/spek
SPELLAN,Teodor Nikolov,Bulgaria,https://www.hltv.org/player/11217/spellan
spellfull,Diyar Issakhanov,Kazakhstan,https://www.hltv.org/player/16384/spellfull
Spexy,Toni Berthold,Germany,https://www.hltv.org/player/22483/spexy
spider,Nikolas Isler Da Costa,Brazil,https://www.hltv.org/player/23788/spider
Spidergum,Fabian Salomon,Germany,https://www.hltv.org/player/22785/spidergum
Spiidi,Timo Richter,Germany,https://www.hltv.org/player/7499/spiidi
spike,Selin Sinem Alak,Germany,https://www.hltv.org/player/22023/spike
SPine,Qingsong Long,China,https://www.hltv.org/player/20258/spine
spinnie,Henzo Macri,Brazil,https://www.hltv.org/player/22085/spinnie
SPINO,Nattawan Boonnoy,Thailand,https://www.hltv.org/player/23884/spino
Spinx,Lotan Giladi,Israel,https://www.hltv.org/player/18221/spinx
Spion,Daniel Schlagberger,Germany,https://www.hltv.org/player/23717/spion
spirit,Dmitry Kutovykh,Russia,https://www.hltv.org/player/21367/spirit
Spitfire,Thomas James Venables,South Africa,https://www.hltv.org/player/23749/spitfire
splashske,Nevin Aw,Singapore,https://www.hltv.org/player/8943/splashske
splawik,Łukasz Jahns,Poland,https://www.hltv.org/player/15208/splawik
spok3nn,Baytur Abdykadyrov,Kyrgyzstan,https://www.hltv.org/player/22219/spok3nn
Spongey,Gabe Greiner,United States,https://www.hltv.org/player/13589/spongey
spooke,Olle Grundström,Sweden,https://www.hltv.org/player/19064/spooke
sprayxd,Daniel Kogan,Israel,https://www.hltv.org/player/17796/sprayxd
Sprayy,Gabriel Lameiras,Portugal,https://www.hltv.org/player/21115/sprayy
spud,Eric Wickenhauser,United States,https://www.hltv.org/player/21619/spud
spuffy,Tim Thunberg,Sweden,https://www.hltv.org/player/17314/spuffy
SpykeNN,Fethi Benkortbi,Algeria,https://www.hltv.org/player/21845/spykenn
sqreet,Markuss Gleizds,Latvia,https://www.hltv.org/player/23200/sqreet
SScrispy,Suravich Thammapatee,Thailand,https://www.hltv.org/player/23886/sscrispy
sSen,Simon Solnæs Iversen,Denmark,https://www.hltv.org/player/24113/ssen
sstiNiX,Dmitry Khlebnikov,Russia,https://www.hltv.org/player/21431/sstinix
sstr1ct,Artem Mesnyankin,Russia,https://www.hltv.org/player/22388/sstr1ct
ssu1taN,Beksultan Tlegenov,Kazakhstan,https://www.hltv.org/player/24503/ssu1tan
st0m4k,Vladyslav Lykhoshva,Ukraine,https://www.hltv.org/player/24281/st0m4k
sT0P,Sanchir Davaadorj,Mongolia,https://www.hltv.org/player/22417/st0p
st8cy,Sofiya Lazareva,Russia,https://www.hltv.org/player/24278/st8cy
stadodo,Renato Gonçalves,Portugal,https://www.hltv.org/player/11205/stadodo
Staehr,Victor Staehr,Denmark,https://www.hltv.org/player/20304/staehr
stamina,Bobby Eitrem,United States,https://www.hltv.org/player/16893/stamina
stanf1x,Kuanysh Zhasbulatov,Kazakhstan,https://www.hltv.org/player/23162/stanf1x
stanislaw,Peter Jarguz,Canada,https://www.hltv.org/player/8507/stanislaw
starDUST,Temuulen Erdenebayr,Mongolia,https://www.hltv.org/player/21402/stardust
starplajerz,Gyorfy Gabriel,Romania,https://www.hltv.org/player/21337/starplajerz
Starry,Lizhi Ye,China,https://www.hltv.org/player/20254/starry
stavn,Martin Lund,Denmark,https://www.hltv.org/player/10994/stavn
stax,Lucas Scharenberg,Portugal,https://www.hltv.org/player/22957/stax
stebbiC0C0,Stefán Guðjónsson,Iceland,https://www.hltv.org/player/13457/stebbic0c0
steel,Joshua Nissan,Canada,https://www.hltv.org/player/7253/steel
steel,Lucas Lopes,Brazil,https://www.hltv.org/player/7382/steel
Sterzig,Arnas Kavoliunas,Lithuania,https://www.hltv.org/player/16938/sterzig
stesso,Mark Sørensen,Denmark,https://www.hltv.org/player/24426/stesso
stevie,Steven Nguyen,Australia,https://www.hltv.org/player/14292/stevie
Stewie2K,Jake Yip,United States,https://www.hltv.org/player/8797/stewie2k
stikle-,Klesti Kola,Albania,https://www.hltv.org/player/20642/stikle
Stop it,Tristan Ellis,United Kingdom,https://www.hltv.org/player/24362/stop-it
Stormy,Elizaveta Poshekhnova,Russia,https://www.hltv.org/player/18774/stormy
stormzyn,Vitor Ferreira,Brazil,https://www.hltv.org/player/22964/stormzyn
story,João Vieira,Portugal,https://www.hltv.org/player/20462/story
STOVVE,Toni Liukkonen,Finland,https://www.hltv.org/player/5478/stovve
Straafer,João Andrade,Brazil,https://www.hltv.org/player/24178/straafer
StraXter,Charlie Eroldsson,Sweden,https://www.hltv.org/player/23698/straxter
StreakN,Aleksandras Kantminas,Lithuania,https://www.hltv.org/player/23077/streakn
streaty,Jarrod Streatfeild,Australia,https://www.hltv.org/player/20237/streaty
stressarN,Jordan Manevski,North Macedonia,https://www.hltv.org/player/23459/stressarn
strix,Aivar Badretdinov,Russia,https://www.hltv.org/player/24348/strix
StRoGo,Ivan Shurpatov,Russia,https://www.hltv.org/player/21690/strogo
stuerzi1,Simon Stierli,Switzerland,https://www.hltv.org/player/24099/stuerzi1
Stx,Wrenna Trampel,United States,https://www.hltv.org/player/16581/stx
STYKO,Martin Styk,Slovakia,https://www.hltv.org/player/6904/styko
sugaR,Amin Azimov,Azerbaijan,https://www.hltv.org/player/18510/sugar
Sukker,Andreas Storgaard,Denmark,https://www.hltv.org/player/22949/sukker
Sulomar,Sulomar Pruul,Estonia,https://www.hltv.org/player/24027/sulomar
suma,Elliot Nissen-Jørgensen,Denmark,https://www.hltv.org/player/24151/suma
Summer,YuLun Cai,China,https://www.hltv.org/player/7028/summer
SummY,Owen Mustard,United Kingdom,https://www.hltv.org/player/22746/summy
SundanceK1d,Jiahao Yang,China,https://www.hltv.org/player/23612/sundancek1d
suNday,Gabriel Thomaz,Brazil,https://www.hltv.org/player/20027/sunday
SunPayus,Álvaro García,Spain,https://www.hltv.org/player/19164/sunpayus
suns1de,Svetlana Mevlid,Ukraine,https://www.hltv.org/player/23052/suns1de
sunshine,Renat Kolesnikov,Latvia,https://www.hltv.org/player/18576/sunshine
sunshinez,Tsz Yu Song,Hong Kong,https://www.hltv.org/player/21293/sunshinez
Sunvon,Oliver Grun,Switzerland,https://www.hltv.org/player/24100/sunvon
suonko,Kamil Węgrzynkiewicz,Poland,https://www.hltv.org/player/20686/suonko
Sup3rant,Antoine Dubois,Canada,https://www.hltv.org/player/20936/sup3rant
supa,Illya Filanchuk,Ukraine,https://www.hltv.org/player/21980/supa
supar,Joshua Bundle,New Zealand,https://www.hltv.org/player/20876/supar
Supers,Gerard Ostini,Australia,https://www.hltv.org/player/23669/supers
supLexN1,Mateus Miranda,Brazil,https://www.hltv.org/player/18963/suplexn1
suplicK,Šimon Skuplík,Czech Republic,https://www.hltv.org/player/20346/suplick
supra,Anton Tšernobai,Estonia,https://www.hltv.org/player/16415/supra
suraniZ,Shoval Surani,Israel,https://www.hltv.org/player/24308/suraniz
Surreal,Kia Man,United Kingdom,https://www.hltv.org/player/9019/surreal
susp,Tim Ångström,Sweden,https://www.hltv.org/player/21163/susp
Svedjehed,Leo Svedjehed,Sweden,https://www.hltv.org/player/20133/svedjehed
svemyy,Mykhailo Sverchkov,Ukraine,https://www.hltv.org/player/21648/svemyy
svn,Sven Žnidarec,Croatia,https://www.hltv.org/player/24333/svn
svyat,Svyatoslav Dovbakh,Russia,https://www.hltv.org/player/12016/svyat
swaddyyy,Avdullah Hyseni,Kosovo,https://www.hltv.org/player/22678/swaddyyy
swag,Braxton Pierce,United States,https://www.hltv.org/player/5021/swag
Swaggy,Kyle Wilson,United Kingdom,https://www.hltv.org/player/16424/swaggy
Swan,Hailey Pflughoft,United States,https://www.hltv.org/player/23522/swan
SWANKY,Matthew McDonald,Australia,https://www.hltv.org/player/11774/swanky
swarmyzz,Gustavo Franzoni,Brazil,https://www.hltv.org/player/23031/swarmyzz
swede,Dalton Vinar,Australia,https://www.hltv.org/player/16281/swede
swicher,Denis Baranov,Estonia,https://www.hltv.org/player/16861/swicher
swiftsteel,Nurgun Avvakumov,Russia,https://www.hltv.org/player/21388/swiftsteel
Swisher,Michael Schmid,United States,https://www.hltv.org/player/16599/swisher
swiz,Oliwier Janus,Poland,https://www.hltv.org/player/22008/swiz
Swoops,Justin Gray Hamill,United States,https://www.hltv.org/player/24354/swoops
Sync,Mitchell Dale,Australia,https://www.hltv.org/player/12080/sync
syncmau,Wendel Caceres,Brazil,https://www.hltv.org/player/22369/syncmau
synyx,Danyyl Mazur,Ukraine,https://www.hltv.org/player/20402/synyx
syph0,Daniel Ageyev,Kazakhstan,https://www.hltv.org/player/23319/syph0
syrsoN,Florian Rische,Germany,https://www.hltv.org/player/7266/syrson
Sys,Agung Frianto,Indonesia,https://www.hltv.org/player/8953/sys
SYSTEM,Tomáš Zemko,Slovakia,https://www.hltv.org/player/14965/system
Syther,Toon Snauwaert,Belgium,https://www.hltv.org/player/22599/syther
szejn,Hubert Światły,Poland,https://www.hltv.org/player/17113/szejn
Szkvrtl,Fodor Dániel,Hungary,https://www.hltv.org/player/24154/szkvrtl
SZLOBESZKOV,Lajos Szloboda,Hungary,https://www.hltv.org/player/23259/szlobeszkov
szoszin,Jakub Król,Poland,https://www.hltv.org/player/24480/szoszin
SZPERO,Grzegorz Dziamałek,Poland,https://www.hltv.org/player/973/szpero
t0kk,Dmytro Petrenchuk,Ukraine,https://www.hltv.org/player/20334/t0kk
t3ns1on,Daniil Kashura,Ukraine,https://www.hltv.org/player/21717/t3ns1on
t3rry,Hanyao Wang,China,https://www.hltv.org/player/23924/t3rry
T4gg3D,Michal Vrzal,Slovakia,https://www.hltv.org/player/22123/t4gg3d
t4tty,Tanya Vorontsova,Russia,https://www.hltv.org/player/10285/t4tty
t9mpest,Otávio Cardoso,Brazil,https://www.hltv.org/player/23790/t9mpest
t9rnay,Henrique Menacho,Brazil,https://www.hltv.org/player/18894/t9rnay
tA1LUNGG,Thilion Nehro,Sweden,https://www.hltv.org/player/23280/ta1lungg
TABEN,Nikita Holovachov,Ukraine,https://www.hltv.org/player/23159/taben
tabseN,Johannes Wodarz,Germany,https://www.hltv.org/player/5794/tabsen
TACO,Epitacio de Melo,Brazil,https://www.hltv.org/player/9217/taco
tad,Thai-Dat Nguyen,Vietnam,https://www.hltv.org/player/24432/tad
taero,Enrique Romero Arellano,Spain,https://www.hltv.org/player/21655/taero
taggy,Taggert Baker,United States,https://www.hltv.org/player/23711/taggy
Taikun,Tan-Tai Nguyen,Vietnam,https://www.hltv.org/player/24440/taikun
tAk,Vilius Keserauskas,Lithuania,https://www.hltv.org/player/21272/tak
takanashi,Maxim Menshikov,Russia,https://www.hltv.org/player/23636/takanashi
takioka,Alina Babchuk,Ukraine,https://www.hltv.org/player/23622/takioka
Talen,Talen M.,United States,https://www.hltv.org/player/20516/talen
Talent,Toan Vu,Vietnam,https://www.hltv.org/player/19032/talent
tamir,Munkhtamir Ganbaatar,Mongolia,https://www.hltv.org/player/9519/tamir
tamizinha,Tamires Oliveira,Brazil,https://www.hltv.org/player/23970/tamizinha
tanxiaomei,Weiye Tan,China,https://www.hltv.org/player/19063/tanxiaomei
Tapewaare,Sindre Ellefsen,Norway,https://www.hltv.org/player/22048/tapewaare
Taqen,Simen Fyhr,Sweden,https://www.hltv.org/player/24215/taqen
Tar1us,Ze Huang,China,https://www.hltv.org/player/23728/tar1us
Tarkky,Julien Buzogany,France,https://www.hltv.org/player/21967/tarkky
tasman,Alisher Marat,Kazakhstan,https://www.hltv.org/player/23541/tasman
tatazin,Alef Pereira,Brazil,https://www.hltv.org/player/10840/tatazin
tatm,Matthew Munro,United States,https://www.hltv.org/player/20786/tatm
Tatu,Lucas Santana,Brazil,https://www.hltv.org/player/24089/tatu
Tauson,Sebastian Tauson Lindelof,Denmark,https://www.hltv.org/player/20301/tauson
TaZ,Wiktor Wojtas,Poland,https://www.hltv.org/player/161/taz
tbear,Tara-Lynn Prevost,Canada,https://www.hltv.org/player/23979/tbear
tBone,Tristan Reynolds,United States,https://www.hltv.org/player/21408/tbone
Tdd,Shen Yuntao,China,https://www.hltv.org/player/24384/tdd
TEARS,Guo XuYi,China,https://www.hltv.org/player/24369/tears
Techno,Sodbayar Munkhbold,Mongolia,https://www.hltv.org/player/20275/techno
teCkoO,Tomáš Koširer,Slovakia,https://www.hltv.org/player/7762/teckoo
Teee,Taine Barker,Australia,https://www.hltv.org/player/23817/teee
TEKO,Elitom Lourenço,Brazil,https://www.hltv.org/player/17130/teko
teme,Teemu Korva,Finland,https://www.hltv.org/player/22733/teme
Templ,Dmytro Sryvkov,Ukraine,https://www.hltv.org/player/17087/templ
Tender,Andrew Cote,United States,https://www.hltv.org/player/20934/tender
TENSKEE,Gabriel Rodrigue,Canada,https://www.hltv.org/player/17658/tenskee
tenweri,Emilia Shakirova,Russia,https://www.hltv.org/player/23993/tenweri
tENZY,Nikita Kochenyuk,Russia,https://www.hltv.org/player/24173/tenzy
tEO,Daniil Prok,Russia,https://www.hltv.org/player/22429/teo
Ter3sss,Aleksey Tereshchenko,Belarus,https://www.hltv.org/player/22273/ter3sss
Termina,Mark Nocturnal,United States,https://www.hltv.org/player/23223/termina
Terryyy,Lam-Fung Lee,Hong Kong,https://www.hltv.org/player/21395/terryyy
TeSeS,René Madsen,Denmark,https://www.hltv.org/player/12018/teses
tess,Therese Andersson,Sweden,https://www.hltv.org/player/24314/tess
tex1y,Philipp Moskvitin,Russia,https://www.hltv.org/player/22930/tex1y
Texta,Matthew O'Rourke,Australia,https://www.hltv.org/player/11847/texta
texxas,Guilherme Mayworm,Brazil,https://www.hltv.org/player/20059/texxas
Teygu,Danil Tsyngalov,Uzbekistan,https://www.hltv.org/player/23290/teygu
tge,Gustavo Motta,Brazil,https://www.hltv.org/player/14780/tge
TH0R,Þorsteinn Friðfinnsson,Iceland,https://www.hltv.org/player/12793/th0r
The eLiVe,Erik Sith,Slovakia,https://www.hltv.org/player/14388/the-elive
thecatt,Cat Guy,United States,https://www.hltv.org/player/24411/thecatt
TheM4N,Shaun Deyzel,South Africa,https://www.hltv.org/player/14081/them4n
Think,Ryan Mikrut,United States,https://www.hltv.org/player/24049/think
Thomas,Thomas Utting,United Kingdom,https://www.hltv.org/player/13018/thomas
thomass1,Sindre Thomassen,Norway,https://www.hltv.org/player/21580/thomass1
ThozoR,Antonio Ramos,Portugal,https://www.hltv.org/player/23934/thozor
Tiger,Junbing Zhen,China,https://www.hltv.org/player/20808/tiger
Tight,Bergur Jóhannsson,Iceland,https://www.hltv.org/player/12879/tight
TIGRIalb,Besar Osja,Albania,https://www.hltv.org/player/24273/tigrialb
Tikkkkk,Gonglin Tao,China,https://www.hltv.org/player/22994/tikkkkk
timeagento,Peter Markheev,Russia,https://www.hltv.org/player/21384/timeagento
TIMhehe,Tim Hennichs,Sweden,https://www.hltv.org/player/22762/timhehe
timid,Lucas Pimentel,Brazil,https://www.hltv.org/player/24266/timid
Tin,Justin Tom,Hong Kong,https://www.hltv.org/player/13933/tin
Tineu,Luiz Tineu,Brazil,https://www.hltv.org/player/23786/tineu
Tionix,Samy von Gehlen,Germany,https://www.hltv.org/player/20068/tionix
Tippy,Rose Rolle,United States,https://www.hltv.org/player/23072/tippy
tiziaN,Tizian Feldbusch,Germany,https://www.hltv.org/player/5796/tizian
TjP,Tynan Purtell,Australia,https://www.hltv.org/player/20527/tjp
TMB,Thomas Bundsbæk,Denmark,https://www.hltv.org/player/11995/tmb
tmk,Alex Post,United States,https://www.hltv.org/player/23694/tmk
TMKj,Tiago Martins,Portugal,https://www.hltv.org/player/23237/tmkj
tN1R,Andrey Tatarinovich,Belarus,https://www.hltv.org/player/19808/tn1r
TNDKingg,Temirlan Nurmagamet,Kazakhstan,https://www.hltv.org/player/18990/tndkingg
TNEG,Gentijan Musliji,Albania,https://www.hltv.org/player/22194/tneg
TOAO,Mateusz Zawistowski,Poland,https://www.hltv.org/player/11278/toao
Toasty,John Hill,United States,https://www.hltv.org/player/24449/toasty
tobiio,Semir Tubic,Bosnia and Herzegovina,https://www.hltv.org/player/24334/tobiio
TOBIZ,Tobias Theo,Denmark,https://www.hltv.org/player/3820/tobiz
togs,Victor Rapassi,Brazil,https://www.hltv.org/player/20084/togs
tohru,Tikhon Pyzhenkov,Russia,https://www.hltv.org/player/24473/tohru
tokkis,Cass Dellinger,United States,https://www.hltv.org/player/23507/tokkis
toM,Thomas Hogan,Australia,https://www.hltv.org/player/16228/tom
tom1jed,Tomas Rivero,Argentina,https://www.hltv.org/player/18554/tom1jed
tomaszin,Tomas Corna,Argentina,https://www.hltv.org/player/22570/tomaszin
Tomate,Moisés lima,Brazil,https://www.hltv.org/player/23551/tomate
tomiko,Tomasz Uroda,Poland,https://www.hltv.org/player/20283/tomiko
Tomkeejs,Tomáš Tomka,Czech Republic,https://www.hltv.org/player/11414/tomkeejs
tommy,Svyatoslav Tselovalnikov,Russia,https://www.hltv.org/player/24318/tommy
Ton,Lorenzo Emmanuel de Castro,Philippines,https://www.hltv.org/player/21683/ton
tonymontana,Damir Semenov,Russia,https://www.hltv.org/player/23843/tonymontana
TonyPOPONY,Antonio Matuco,Philippines,https://www.hltv.org/player/20344/tonypopony
tooi,Albinas Šeputis,Lithuania,https://www.hltv.org/player/21215/tooi
Topa,Alexey Topchienko,Ukraine,https://www.hltv.org/player/17008/topa
topo,Evgenii Lopatin,Russia,https://www.hltv.org/player/24326/topo
tOPZ,Alexander Miklagard,Denmark,https://www.hltv.org/player/21346/topz
TORITO,Joel Rios Manrique,Peru,https://www.hltv.org/player/12339/torito
torox,Ivan Belkin,Russia,https://www.hltv.org/player/19664/torox
tory,Victoria Kazieva,Russia,https://www.hltv.org/player/16497/tory
torzsi,Ádám Torzsás,Hungary,https://www.hltv.org/player/18072/torzsi
Toshas,Anton Aspin,Sweden,https://www.hltv.org/player/24507/toshas
Totya,Benczik Tamás,Hungary,https://www.hltv.org/player/24153/totya
TR0JN,Alperen Kilic,Turkey,https://www.hltv.org/player/21021/tr0jn
tr0opmonster,Kantarakorn Raknam,Philippines,https://www.hltv.org/player/23854/tr0opmonster
Tr0ublE,Egor Bulavin,Ukraine,https://www.hltv.org/player/22945/tr0uble
tr1,Mohammed Adel,Palestine,https://www.hltv.org/player/20771/tr1
traekS,Arshia Ettileiy,United States,https://www.hltv.org/player/24236/traeks
TRAVIS,Aleksandr Timkiv,Russia,https://www.hltv.org/player/16948/travis
treckiz,Oskar Karlsson,Sweden,https://www.hltv.org/player/22756/treckiz
Tree60,Jamie Callan,United Kingdom,https://www.hltv.org/player/23142/tree60
Tricolour,Qiansheng Huang,China,https://www.hltv.org/player/23967/tricolour
tried,Gleb Kholmogorov,Russia,https://www.hltv.org/player/23927/tried
trigusha,Irina Umnova,Russia,https://www.hltv.org/player/24030/trigusha
trindade,Vinícius Trindade,Brazil,https://www.hltv.org/player/24015/trindade
tripex17,Denys Haponov,Ukraine,https://www.hltv.org/player/24325/tripex17
tripey,Endrit Humolli,Kosovo,https://www.hltv.org/player/22195/tripey
TRIPLUS,Ronan Storay,Australia,https://www.hltv.org/player/22580/triplus
tristanxa,Tristan Fuller,South Africa,https://www.hltv.org/player/19547/tristanxa
Triton,Kian Gibson,South Africa,https://www.hltv.org/player/21150/triton
Trogie,Peter Kirov,South Africa,https://www.hltv.org/player/17903/trogie
Troll2k,Kovács Bálint,Hungary,https://www.hltv.org/player/24158/troll2k
Tron,,Brazil,https://www.hltv.org/player/23996/tron
trouto,Tom Troughton,United Kingdom,https://www.hltv.org/player/19651/trouto
Trucklover86,Cooper Phelps,United States,https://www.hltv.org/player/22022/trucklover86
True Redux,Rheal Dutiaume,Canada,https://www.hltv.org/player/23630/true-redux
TruNiQ,Danila Polymordvinov,Russia,https://www.hltv.org/player/21362/truniq
truth,Erik Hansen Dyrnes,Norway,https://www.hltv.org/player/9298/truth
Truti,Afonso Rodrigues,Portugal,https://www.hltv.org/player/24141/truti
try,Santino Rigal,Argentina,https://www.hltv.org/player/19869/try
Tsogoo,Tsog Mashbat,Mongolia,https://www.hltv.org/player/9245/tsogoo
tsukimi,Tergel Dorjbal,Mongolia,https://www.hltv.org/player/24395/tsukimi
tsukizy,Piyush Kumar,India,https://www.hltv.org/player/24259/tsukizy
Ttyke,Yosef Abdullah,United Arab Emirates,https://www.hltv.org/player/18957/ttyke
tucks,Tyler Reilly,Australia,https://www.hltv.org/player/9108/tucks
tudsoN,Filip Tudev,Poland,https://www.hltv.org/player/14007/tudson
Tugu,Tuguldur Otgonbayar,Mongolia,https://www.hltv.org/player/21397/tugu
Tumppis,Olli Nousiainen,Finland,https://www.hltv.org/player/23945/tumppis
tuo,Huihuang Jiang,China,https://www.hltv.org/player/23925/tuo
turboxgirl,Adelina Turbo,Russia,https://www.hltv.org/player/23529/turboxgirl
turtle,Mikołaj Dziedzic,Poland,https://www.hltv.org/player/22340/turtle
Tusi,Luboš Tusjak,Czech Republic,https://www.hltv.org/player/16436/tusi
tutehen,Matias Canale,Argentina,https://www.hltv.org/player/10506/tutehen
tutu,JianCong Wu,China,https://www.hltv.org/player/22997/tutu
Tuurtle,Matheus Anhaia,Brazil,https://www.hltv.org/player/14394/tuurtle
tvs,Timothy Sjöberg,Sweden,https://www.hltv.org/player/20877/tvs
Tw1ksee,Anna Vorobiova,Ukraine,https://www.hltv.org/player/23623/tw1ksee
Tw1nk1e17,,China,https://www.hltv.org/player/22413/tw1nk1e17
twenty3,Alexandra Timonina,Russia,https://www.hltv.org/player/18775/twenty3
TWGDDDH,,China,https://www.hltv.org/player/23805/twgdddh
twigs,Cole Morad,United States,https://www.hltv.org/player/23376/twigs
Twiksar,Nikita Bulygin,Russia,https://www.hltv.org/player/12736/twiksar
Twinkey,Elias Kjellander-Dehman,Sweden,https://www.hltv.org/player/17769/twinkey
twist,Matěj Petráš,Czech Republic,https://www.hltv.org/player/11412/twist
twist,Simon Eliasson,Sweden,https://www.hltv.org/player/7443/twist
Twistzz,Russel Van Dulken,Canada,https://www.hltv.org/player/10394/twistzz
twix,Anastasia-Raluca Munteanu,Romania,https://www.hltv.org/player/23448/twix
Twizell,Dmitry Rygin,Russia,https://www.hltv.org/player/23478/twizell
Tynka,Justina Ducká,Czech Republic,https://www.hltv.org/player/22602/tynka
TyRa,Ty Aron,United States,https://www.hltv.org/player/23690/tyra
Tytania,Tatiana Lubkova,Russia,https://www.hltv.org/player/23554/tytania
Uber,Michael Stapells,Canada,https://www.hltv.org/player/9053/uber
uDEADSHOT,Robert Butler,South Africa,https://www.hltv.org/player/21151/udeadshot
uhKelsie,Kelsie Click,United States,https://www.hltv.org/player/21732/uhkelsie
ujliana,Juliana Scaglioni,Brazil,https://www.hltv.org/player/21735/ujliana
uli,Samu Leirilaakso,Finland,https://www.hltv.org/player/9818/uli
ultimate,Roland Tomkowiak,Poland,https://www.hltv.org/player/21763/ultimate
Umar,Umar Qaiser,United States,https://www.hltv.org/player/20215/umar
Umi,Lin Tong,China,https://www.hltv.org/player/23801/umi
unknxwn,Ksenia Lobanova,Russia,https://www.hltv.org/player/22092/unknxwn
unshaark,Eythan Solomon,France,https://www.hltv.org/player/21968/unshaark
upE,Markus Johansson,Sweden,https://www.hltv.org/player/22760/upe
uQlutzavr,Pavlo Bilov,Ukraine,https://www.hltv.org/player/17153/uqlutzavr
urban0,Lucas Urbano,Brazil,https://www.hltv.org/player/22181/urban0
uRuRuRkiN,Yan Inyaev,Uzbekistan,https://www.hltv.org/player/22639/urururkin
uulis,Maria Vasilkova,Russia,https://www.hltv.org/player/22935/uulis
uwrr,Nikita Smyshlyaev,Russia,https://www.hltv.org/player/22411/uwrr
Uzman,Deividas Narutis,Lithuania,https://www.hltv.org/player/24022/uzman
V0R4yn,Maxim Timacov,Moldova,https://www.hltv.org/player/18854/v0r4yn
V1,Vitalii Zholdak,Ukraine,https://www.hltv.org/player/23133/v1
v1ktooor,Vit Kůta,Czech Republic,https://www.hltv.org/player/24329/v1ktooor
V1per,Thomas Mollet,New Zealand,https://www.hltv.org/player/23819/v1per
v1spel,Karyna Sytnyk,Ukraine,https://www.hltv.org/player/23438/v1spel
v1trage,Rolands Lovnieks,Latvia,https://www.hltv.org/player/24208/v1trage
v1w,Qendrim Hajrizi,Kosovo,https://www.hltv.org/player/21114/v1w
v4NO,Ivan Galustyan,Czech Republic,https://www.hltv.org/player/23625/v4no
Vacancy,Mason Haines,United Kingdom,https://www.hltv.org/player/22192/vacancy
valde,Valdemar Bjørn Vangså,Denmark,https://www.hltv.org/player/9031/valde
Valencio,Vojtěch Mydlář,Czech Republic,https://www.hltv.org/player/13569/valencio
Valiance,Matthew Hartrick,Australia,https://www.hltv.org/player/16323/valiance
vAloN,Valon Etemi,North Macedonia,https://www.hltv.org/player/20432/valon
valulu,Valentina Cardozo,Argentina,https://www.hltv.org/player/22841/valulu
Vanderlande,Odbaatar Boldbaatar,Mongolia,https://www.hltv.org/player/23844/vanderlande
vanessa,Vanessa Gideon,United States,https://www.hltv.org/player/22111/vanessa
vanillaicey,Oliver Marshall,New Zealand,https://www.hltv.org/player/23825/vanillaicey
varK,Fawaz Alenzey,Saudi Arabia,https://www.hltv.org/player/17067/vark
